OBJECTID,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Groups_With_Access_Code,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Charging_Outlets,EV_Network,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Open_Date,EV_Connector_Types,Facility_Type,EV_Pricing
470,JLR HILTONHEAD,145 Drivers Way,Hardeeville,SC,29927,888-758-4389,Public,24 hours daily,,1,1,2,ChargePoint Network,200-9,32.311946,-80.982342,2020-06-17 0:00:00,98564,,J1772 J1772COMBO,,Free
471,WHOLE FOODS MKT,400 E Stonewall St,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-8,35.221064,-80.84649,2020-06-17 0:00:00,98566,,J1772,,Free
472,BEMC,299-355 Mulberry St,Shallotte,NC,28470,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,33.9741584,-78.3866062,2020-06-17 0:00:00,98568,,J1772,,"Pricing is based on length of time and kWh used. $0 per hour, and $3.5 per additional hour, $0.14 per kWh"
473,RESIDENCEINNGVL,80 Carolina Point Pkwy,Greenville,SC,29607,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,34.826307,-82.305679,2020-06-17 0:00:00,98777,,J1772,,Free
474,DUKE ENERGY,1900 North Main Street,Mount Holly,NC,28120,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.3256253,-81.0000801,2020-06-17 0:00:00,98779,,J1772,,Free
475,MUNICIPAL COMPL,512-520 E Sabiston Dr Town Hall,Swansboro,NC,28584,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6893315,-77.1225793,2020-06-17 0:00:00,98828,,J1772,,Free
476,Greenlots - DCsArdenNC,221 Heywood Road arden,Arden,NC,28704,855-900-7584,Public,24 hours daily,,,1,1,Greenlots,GPS,35.4661613,-82.5166982,2020-06-17 0:00:00,98895,,CHADEMO,,DC Fast: Free
477,Greenlots - 12202,1194 Newfound Gap Rd,"Cherokee,",NC,28719,855-900-7584,Public,24 hours daily,,1,,1,Greenlots,GPS,35.51445007,-83.30658722,2020-06-17 0:00:00,99084,,J1772,,"Level 2: $1.75 per hour, maximum payment of $30.00"
478,VBHCS,500 E Daniel Morgan Ave,Spartanburg,SC,29302,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,34.959191,-81.925523,2020-06-17 0:00:00,99367,,J1772,,Free
479,HOLMES PARK,304 Old Rock Springs Cemetery Rd Mary Hayes Barber Holmes Park,Pittsboro,NC,27312,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7429773,-79.1737335,2020-06-17 0:00:00,99450,,J1772,,Free
480,Vaden Nissan of Hilton Head,200 Fording Island Rd,Bluffton,SC,29910,843-836-6800,Public,Dealership business hours,,1,,1,Non-Networked,200-9,32.288174,-80.9102,2020-06-09 0:00:00,99502,2018-06-28 0:00:00,J1772,CAR_DEALER,Free
481,FOUR COUNTY EMC,116 River Village Pl,Wallace,NC,28466,888-758-4389,Public,24 hours daily,,,2,2,ChargePoint Network,GPS,34.756467,-77.9480038,2020-06-17 0:00:00,99648,,CHADEMO J1772COMBO,,Free
482,DCC DECK,1916 Doggett St,Charlotte,NC,28203,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2117934,-80.8616846,2020-06-17 0:00:00,99678,,J1772,,"Pricing is based on length of time. $0 per hour for the first 1 hour, and $4 per additional hour"
483,DILLON STATION,223 S West St,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.777964,-78.645687,2020-06-17 0:00:00,99756,,J1772,,$1 per hour
484,WEINSTEIN,Belmont Lake Loop,Durham,NC,27705,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0111012,-78.9464457,2020-06-17 0:00:00,99782,,J1772,,$2.5 per kWh
485,WEINSTEIN,2074 Geddy House Ln,Cary,NC,27519,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8211395,-78.859447,2020-06-17 0:00:00,99819,,J1772,,$2.5 per kWh
486,WEINSTEIN,1200 Pickett Branch Rd,Cary,NC,27519,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8576579,-78.8967299,2020-06-17 0:00:00,99843,,J1772,,$2.5 per kWh
487,Grove Winery,7360 Brooks Bridge Rd,Gibsonville,NC,27249,336-584-4060,Public,12pm-6pm daily,,1,,1,Non-Networked,200-9,36.217492,-79.554133,2019-10-04 0:00:00,99958,2018-05-14 0:00:00,J1772,BREWERY_DISTILLERY_WINERY,Free
488,WEINSTEIN,8200 Stonebrook Terrace,Raleigh,NC,27617,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9104975,-78.787751,2020-06-17 0:00:00,99977,,J1772,,$2.5 per kWh
489,WEINSTEIN,2000 Alexan Dr,Cary,NC,27519,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8283133,-78.8825728,2020-06-17 0:00:00,99978,,J1772,,$2.5 per kWh
490,HAMPTON  INN,150 Charlestowne Dr,Elkin,NC,28621,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.3930985,-80.7862566,2020-06-17 0:00:00,99997,,J1772,,$1 per hour
491,WEINSTEIN,611 Blue Sky Dr,Concord,NC,28027,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.3755228,-80.7202049,2020-06-17 0:00:00,100044,,J1772,,$2.5 per kWh
492,JLR CARY,1000 Autopark Blvd,Cary,NC,27511,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7396501,-78.8149251,2020-06-17 0:00:00,100336,,J1772,,Free
493,SYEMC,510 S Main St,Dobson,NC,27017,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.388179,-80.718715,2020-06-17 0:00:00,100397,,J1772,,Free
494,BUILDINGB1,Ingersoll-Rand Rd,Davidson,NC,28036,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5110962,-80.8476618,2020-06-17 0:00:00,100413,,J1772,,Free
495,BUILDINGB1,800 Beaty St,Davidson,NC,28036,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5116916,-80.8514294,2020-06-17 0:00:00,100415,,J1772,,Free
496,BUILDINGB1,751 Beaty St,Davidson,NC,28036,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.510364,-80.851064,2020-06-17 0:00:00,100419,,J1772,,Free
497,Ingles Market,1257 Georgia Rd,Franklin,NC,28734,828-524-9321,Public,24 hours daily,,3,,3,Non-Networked,GPS,35.156931,-83.392158,2019-10-04 0:00:00,100482,2018-08-01 0:00:00,J1772,GROCERY,
498,The Factory - Franklin,1024 Georgia Rd,Franklin,NC,28734,828-349-8888,Public,24 hours daily,,4,,4,Non-Networked,GPS,35.160381,-83.389547,2019-10-04 0:00:00,100483,2018-08-01 0:00:00,J1772,OTHER_ENTERTAINMENT,Free
499,The Inn on Biltmore Estate,1 Antler Hill Rd,Asheville,NC,28803,828-225-1625,Public,24 hours daily; for guest use only,,2,,2,Non-Networked,200-8,35.5568,-82.577065,2019-10-04 0:00:00,100484,2018-08-01 0:00:00,J1772,INN,Free
500,Village Hotel on Biltmore Estate,207 Dairy Rd,Asheville,NC,28803,828-225-1362,Public,24 hours daily; for guest use only,,1,,1,Non-Networked,GPS,35.554142,-82.582147,2019-10-04 0:00:00,100485,2018-08-01 0:00:00,J1772,HOTEL,Free
501,MARKET ST DECK,11 N 2nd St,Wilmington,NC,28401,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.2359745,-77.9478457,2020-06-17 0:00:00,100567,,J1772,,Free
502,Asheville Outlets - Tesla Supercharger,800 Brevard Road,Asheville,NC,28806,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,35.5314,-82.6045,2020-05-01 0:00:00,102268,2015-12-19 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
503,Alamance Crossing - Tesla Supercharger,1080 Piper Ln,Burlington,NC,27215,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,36.0708,-79.5112,2020-05-01 0:00:00,102269,2013-10-31 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
504,Cochran Commons - Tesla Supercharger,2720 W Mallard Creek Church Rd,Charlotte,NC,28262,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,35.3408,-80.7658,2020-05-01 0:00:00,102270,2015-03-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
505,DoubleTree by Hilton Hotel - Tesla Supercharger,1965 Cedar Creek Road,Fayetteville,NC,28312,877-798-3752,Public,24 hours daily; for Tesla use only,,,16,16,Tesla,200-8,35.0095,-78.8225,2020-05-01 0:00:00,102271,2018-07-23 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
506,Sheetz - Tesla Supercharger,5421 Hornaday Road,Greensboro,NC,27407,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,36.0595,-79.9083,2020-05-01 0:00:00,102272,2018-07-23 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
507,Sheetz - Tesla Supercharger,2191 13th Avenue Drive SE,Hickory,NC,28602,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,GPS,35.7065,-81.2944,2020-05-01 0:00:00,102273,2018-07-23 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
508,Texas Steakhouse and Saloon - Lumberton - Tesla Supercharger,5093 Fayetteville Rd.,Lumberton,NC,28358,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,34.6676,-79.0023,2020-05-01 0:00:00,102274,2014-01-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
509,North Hills - Tesla Supercharger,Lassiter at North Hills Ave,Raleigh,NC,27609,877-798-3752,Public,24 hours daily; for Tesla use only,,,12,12,Tesla,GPS,35.8355,-78.643,2020-05-01 0:00:00,102276,2017-11-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
510,DoubleTree Rocky Mount - Tesla Supercharger,651 N. Winstead Avenue,Rocky Mount,NC,27804,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-8,35.9729,-77.8468,2020-05-01 0:00:00,102277,2013-12-15 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
511,Mad Boar Restaurant - Tesla Supercharger,111 River Village Place,Wallace,NC,28466,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,34.7563,-77.9477,2020-05-01 0:00:00,102278,2018-07-23 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
512,Mayfaire Town Center - Tesla Supercharger,6835 Conservation Way,Wilmington,NC,28405,877-798-3752,Public,24 hours daily; for Tesla use only,,,10,10,Tesla,200-9,34.2408,-77.8292,2020-05-01 0:00:00,102279,2017-09-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
513,Hilton Garden Inn Columbia Northeast - Tesla Supercharger,8910 Farrow Road,Columbia,SC,29203,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,34.1063,-80.9507,2020-05-01 0:00:00,102401,2016-12-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
514,Magnolia Mall - Tesla Supercharger,2701 David H McLeod Blvd,Florence,SC,29501,877-798-3752,Public,24 hours daily; for Tesla use only,,,18,18,Tesla,200-9,34.1903,-79.8326,2020-05-01 0:00:00,102402,2018-01-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
515,Hilton Garden Inn Greenville - Tesla Supercharger,108 Carolina Point,Greenville,SC,29607,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-9,34.8259,-82.307,2020-05-01 0:00:00,102403,2015-11-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
516,Coastal Grand Mall - Tesla Supercharger,2000 Coastal Grand Circle,Myrtle Beach,SC,29577,877-798-3752,Public,24 hours daily; for Tesla use only,,,10,10,Tesla,200-9,33.7044,-78.9252,2020-05-01 0:00:00,102404,2017-09-01 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
517,Clark's Inn and Restaurant - Tesla Supercharger,114 Bradford Blvd,Santee,SC,29142,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,8,Tesla,200-8,33.4859,-80.4758,2020-05-01 0:00:00,102405,2013-12-15 0:00:00,TESLA,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
518,CAPE HATTERAS,24798 NC-12,Rodanthe,NC,27968,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5836421,-75.4673704,2020-06-17 0:00:00,102664,,J1772,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.14 per kWh"
519,CAPE HATTERAS,59063 NC-12,Hatteras,NC,27953,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2076356,-75.701494,2020-06-17 0:00:00,102675,,J1772,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.14 per kWh"
520,SWC STATION 3&4,4400 Chandler Ridge Cir Wake Tech College,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6521409,-78.7060333,2020-06-17 0:00:00,102678,,J1772,,Free
521,COCPARKING,28 Cabarrus Ave W,Concord,NC,28025,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4102422,-80.5820501,2020-06-17 0:00:00,102702,,J1772,,Free
522,CLT AIRPORT,325 W 6th St,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2303,-80.8443,2020-06-17 0:00:00,102938,,J1772,,Free
523,MCH EV STATIONS,200 Tankersley Dr,Greensboro,NC,27401,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,GPS,36.0937241,-79.7877463,2020-06-17 0:00:00,103069,,J1772,,Free
524,WHOLE FOODS MKT,1125 Savannah hwy,Charleston,SC,29407,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,32.783576,-79.995868,2020-06-17 0:00:00,103071,,J1772,,Free
525,HIGHWOODS,751 Corporate Center Drive,Raleigh,NC,27607,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,35.792361,-78.739783,2020-06-17 0:00:00,104039,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour"
526,The Veranda,58 Chapelton Ct,Chapel Hill,NC,27516,919-969-7301,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.821493,-79.086953,2019-10-04 0:00:00,104139,2016-10-01 0:00:00,J1772,SHOPPING_CENTER,Free
527,Sierra Nevada Brewery,100 Sierra Nevada Way,Mills River,NC,28732,828-681-5330,Public,9am-7pm daily; for customer use only,,2,,2,Non-Networked,GPS,35.430833,-82.553153,2019-10-04 0:00:00,104145,2018-10-01 0:00:00,J1772,BREWERY_DISTILLERY_WINERY,Free
528,Town of Elkin - Farmers Market,101 E Market St,Elkin,NC,28621,336-258-8908,Public,7am-10pm daily,,1,,1,Non-Networked,200-9,36.245222,-80.850472,2019-10-04 0:00:00,104306,2018-01-01 0:00:00,J1772,STREET_PARKING,Free
529,Town of Elkin - Heritage and Trails Center,257 Standard St,Elkin,NC,28621,336-526-1111,Public,7am-10pm daily,,1,,1,Non-Networked,200-9,36.242635,-80.851461,2019-10-04 0:00:00,104307,2018-09-01 0:00:00,J1772,MUNI_GOV,Free
530,Town of Elkin - Recreation Center,399 NC Highway 268 W,Elkin,NC,28621,336-258-8917,Public,7am-10pm daily,,2,,2,Non-Networked,200-8,36.247855,-80.855906,2019-10-04 0:00:00,104308,2017-01-01 0:00:00,J1772,MUNI_GOV,Free
531,WAKE EMC,916 Sugar Gap Road,Wake Forest,NC,27587,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9473226,-78.5050003,2020-06-17 0:00:00,104433,,J1772,,$0.1 per kWh
532,FLOWJLR,1205 Bridford Pkwy,Greensboro,NC,27407,888-758-4389,Public,24 hours daily,,5,2,7,ChargePoint Network,200-8,36.058572,-79.902895,2020-06-17 0:00:00,104489,,J1772 J1772COMBO,,Free
533,GASTONIA,181 S South St,Gastonia,NC,28052,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2625105,-81.1839772,2020-06-17 0:00:00,104534,,J1772,,Free
534,BUILDINGB1,800 Beaty St Building A,Davidson,NC,28036,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5127702,-80.852631,2020-06-17 0:00:00,104562,,J1772,,Free
535,SEAPATH ON 67TH,604 67th Ave N,Myrtle Beach,SC,29572,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,33.742045,-78.829562,2020-06-17 0:00:00,104664,,J1772,,$0.5 per hour
536,PARK CENTRAL,200 Park at N Hills St,Raleigh,NC,27609,888-758-4389,Public,24 hours daily,,3,,3,ChargePoint Network,200-8,35.836089,-78.637367,2020-06-17 0:00:00,104930,,J1772,,"Pricing is based on length of time. $0.5 per hour, and $1.5 per additional hour"
537,BARBOUR HENDRIC,3300 S Memorial Dr,Greenville,NC,27834,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.5705631,-77.4014694,2020-06-17 0:00:00,104963,,J1772,,Free
538,PITTSBORO,635 East St Town Hall,Pittsboro,NC,27312,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7202824,-79.165817,2020-06-17 0:00:00,105024,,J1772,,Free
539,VMC,365 Emergency Dr,Greenville,NC,27834,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6078747,-77.4072255,2020-06-17 0:00:00,105149,,J1772,,Free
540,Penguin Place,35 Suttles Rd,Pittsboro,NC,27312,919-674-2990,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.72130458,-79.17745311,2019-10-04 0:00:00,105189,2017-12-01 0:00:00,J1772,SHOPPING_CENTER,Free
541,HONDA OF COLA.,4333 Sunset Blvd,Lexington,SC,29072,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,34.0136009,-81.1559828,2020-06-17 0:00:00,105275,,J1772,,Free
542,JLR CHARLOTTE,6940 E Independence Blvd,Charlotte,NC,28212,888-758-4389,Public,24 hours daily,,1,1,2,ChargePoint Network,200-8,35.167309,-80.743108,2020-06-17 0:00:00,105429,,J1772 J1772COMBO,,Free
543,HCRH,686 Galleria Blvd,Rock Hill,SC,29730,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,34.940279,-80.969036,2020-06-17 0:00:00,105439,,J1772,,Free
544,MAINANDGERVAIS1,1221 Main Street,Columbia,SC,29201,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.001918,-81.034349,2020-06-17 0:00:00,105532,,J1772,,Free
545,Richland Library,7421 Garners Ferry Rd,Columbia,SC,29209,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,33.968021,-80.946686,2020-06-17 0:00:00,105544,,CHADEMO J1772COMBO,,
546,Bunn House Boutique Hotel - Tesla Destination,15 Clayton St,Asheville,NC,28801,828-333-8700  877-798-3752,Public,24 hours daily; for customer use only,,2,,2,Tesla Destination,200-9,35.601593,-82.549245,2019-09-30 0:00:00,114639,2016-10-01 0:00:00,J1772 TESLA,HOTEL,Free
547,Hyatt Place Downtown Asheville - Tesla Destination,199 Haywood St,Asheville,NC,28801,828-505-8500  877-798-3752,Public,24 hours daily; pay lot; see valet for access,,3,,3,Tesla Destination,200-9,35.595821,-82.560312,2019-09-30 0:00:00,114640,2016-12-15 0:00:00,J1772 TESLA,HOTEL,Free
548,The Omni Grove Park Inn - Tesla Destination,290 Macon Ave,Asheville,NC,28804,828-252-2711  877-798-3752,Public,24 hours daily; for customer use only; see valet for access,,2,,2,Tesla Destination,200-8,35.618995,-82.541464,2019-09-30 0:00:00,114641,2016-02-01 0:00:00,TESLA,HOTEL,Free
549,"Albemarle Inn, a Select Registry Property - Tesla Destination",86 Edgemont Rd,Asheville,NC,28801,828-255-0027  877-798-3752,Public,24 hours daily; see front desk for access,,3,,3,Tesla Destination,200-9,35.614681,-82.541903,2019-09-30 0:00:00,114642,2015-10-01 0:00:00,J1772 TESLA,INN,Free
550,Grand Bohemian Hotel Asheville - Tesla Destination,11 Boston Wy,Asheville,NC,28803,828-505-2949  877-798-3752,Public,24 hours daily; for customer use only; see valet for access,,3,,3,Tesla Destination,200-9,35.566854,-82.54403,2019-09-30 0:00:00,114643,2016-12-15 0:00:00,J1772 TESLA,HOTEL,Free
551,The Mast Farm Inn - Tesla Destination,2543 Broadstone Rd,Banner Elk,NC,28604,828-963-5857  877-798-3752,Public - Call ahead,24 hours daily; available with reservation only,,2,,2,Tesla Destination,200-8,36.207323,-81.771861,2019-09-30 0:00:00,114644,2016-12-15 0:00:00,J1772 TESLA,INN,Free
552,Pecan Tree Inn - Tesla Destination,116 Queen St,Beaufort,NC,28516,252-728-6733  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,34.716455,-76.662886,2019-09-30 0:00:00,114645,2016-08-15 0:00:00,J1772 TESLA,INN,Free
553,The Boathouse at Front Street Village - Tesla Destination,2400 Lennoxville Rd,Beaufort,NC,28516,252-504-4799  877-798-3752,Public,24 hours daily; see front desk for access,,4,,4,Tesla Destination,200-9,34.709802,-76.630921,2019-09-30 0:00:00,114646,2015-10-01 0:00:00,J1772 TESLA,PARK,Free
554,Old Stone Steakhouse - Tesla Destination,23 S Main St,Belmont,NC,28012,704-825-9995  877-798-3752,Public,24 hours daily; for customer use only,,2,,2,Tesla Destination,200-9,35.241653,-81.037738,2019-09-30 0:00:00,114647,2017-09-01 0:00:00,TESLA,RESTAURANT,Free
555,Hampton Inn Benson - Tesla Destination,100 Water Place Lndg,Benson,NC,27504,919-701-8000  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,GPS,35.373044,-78.542009,2019-09-30 0:00:00,114648,2018-11-01 0:00:00,TESLA,HOTEL,Free
556,Hemlock Inn - Tesla Destination,134 Morris St,Blowing Rock,NC,28605,828-295-0091  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,36.131428,-81.677612,2019-09-30 0:00:00,114649,2017-09-01 0:00:00,J1772 TESLA,INN,Free
557,Chetola Resort at Blowing Rock - Tesla Destination,185 Chetola Lake Dr,Blowing Rock,NC,28605,828-295-5500  877-798-3752,Public,24 hours daily; for customer use only,,3,,3,Tesla Destination,200-9,36.13885,-81.673285,2019-09-30 0:00:00,114650,2016-12-15 0:00:00,J1772 TESLA,HOTEL,Free
558,The Inn at Ragged Gardens / Best Cellar Restaurant - Tesla Destination,203 Sunset Dr,Blowing Rock,NC,28605,828-295-9703  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,36.133262,-81.676251,2019-09-30 0:00:00,114651,2017-03-01 0:00:00,J1772 TESLA,INN,Free
559,Mountainaire Inn & Log Cabins - Tesla Destination,827 Main St,Blowing Rock,NC,28605,828-295-7991  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,1,,1,Tesla Destination,200-9,36.135082,-81.67685,2019-09-30 0:00:00,114652,2016-08-15 0:00:00,TESLA,INN,Free
560,Canyons Historic Restaurant and Bar - Tesla Destination,8960 Valley Blvd. Hwy 321,Blowing Rock,NC,28605,828-295-7661  877-798-3752,Public,24 hours daily,,3,,3,Tesla Destination,GPS,36.119923,-81.665099,2019-09-30 0:00:00,114653,2016-08-15 0:00:00,J1772 TESLA,RESTAURANT,Free
561,Makoto's Japanese Steakhouse & Sushi Bar - Tesla Destination,2124 Blowing Rock Rd,Boone,NC,28607,828-264-7977  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,36.195534,-81.654229,2019-09-30 0:00:00,114654,2012-04-30 0:00:00,J1772 TESLA,RESTAURANT,Free
562,Brevard College - Appalachian Coffee Company - Tesla Destination,135 East French Broad St,Brevard,NC,28712,828-883-8292  877-798-3752,Public,24 hours daily,,3,,3,Tesla Destination,200-8,35.23573,-82.729982,2019-09-30 0:00:00,114655,2016-02-01 0:00:00,J1772 TESLA,COLLEGE_CAMPUS,Free
563,Brevard College - Sims Art Center - Tesla Destination,55 East Campus Dr,Brevard,NC,28712,828-883-8292  877-798-3752,Public,24 hours daily,,2,,2,Tesla Destination,200-8,35.237577,-82.729698,2019-09-30 0:00:00,114656,2016-01-01 0:00:00,J1772 TESLA,COLLEGE_CAMPUS,Free
564,"Country Inn & Suites - Burlington, NC - Tesla Destination",3211 Wilson Dr,Burlington,NC,27215,336-584-1115  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,36.067976,-79.502187,2019-09-30 0:00:00,114657,2015-11-01 0:00:00,J1772 TESLA,HOTEL,Free
565,The Inn on Pamlico Sound - Tesla Destination,49684 Hwy 12,Buxton,NC,27920,252-995-7030  877-798-3752,Public,24 hours daily; for customer use only; see front desk for access,,2,,2,Tesla Destination,200-9,35.263044,-75.569596,2019-09-30 0:00:00,114658,2015-05-01 0:00:00,J1772 TESLA,INN,Free
566,Carteret Crossing Shopping Center - Tesla Destination,313 WB McLean Dr,Cape Carteret,NC,28584,910-239-5580  877-798-3752,Public,24 hours daily,,2,,2,Tesla Destination,200-8,34.690357,-77.066058,2019-09-30 0:00:00,114659,2016-11-01 0:00:00,TESLA,SHOPPING_CENTER,Free
567,The Umstead Hotel and Spa - Tesla Destination,100 Woodland Pond Dr,Cary,NC,27513,919-447-4000  877-798-3752,Public,24 hours daily; see valet for access,,1,,1,Tesla Destination,200-9,35.829902,-78.764586,2019-09-30 0:00:00,114660,2012-02-01 0:00:00,TESLA,HOTEL,Free
568,The Mayton Inn - Tesla Destination,301 S Academy St,Cary,NC,27511,919-670-5000  877-798-3752,Public,24 hours daily,,3,,3,Tesla Destination,200-9,35.784835,-78.780847,2019-09-30 0:00:00,114661,2016-05-01 0:00:00,J1772 TESLA,INN,Free
569,The Ugly Dog Public House - Cashiers - Tesla Destination,25 Frank Allen Rd,Cashiers,NC,28717,828-743-3000  877-798-3752,Public,24 hours daily,,2,,2,Tesla Destination,200-9,35.110993,-83.09913,2019-09-30 0:00:00,114662,2016-05-01 0:00:00,J1772 TESLA,RESTAURANT,Free
570,The Inn at Governors Club - Tesla Destination,11470 Club Dr,Chapel Hill,NC,27517,919-360-5321  877-798-3752,Public - Call ahead,24 hours daily; for customer use only,,2,,2,Tesla Destination,200-9,35.846975,-79.041637,2019-09-30 0:00:00,114664,2015-12-01 0:00:00,J1772 TESLA,INN,Free
